Wavelength (nm)	I17 abs N
552.75	0.10721
553.00	0.10599
553.25	0.10703
553.50	0.10924
553.75	0.10904
554.00	0.11142
554.25	0.11139
554.50	0.11177
554.75	0.11144
555.00	0.11514
555.25	0.11387
555.50	0.11814
555.75	0.11777
556.00	0.11921
556.25	0.12283
556.50	0.11999
556.75	0.12215
557.00	0.12146
557.25	0.12552
557.50	0.12472
557.75	0.12539
558.00	0.12793
558.25	0.12793
558.50	0.12989
558.75	0.13034
559.00	0.13225
559.25	0.13364
559.50	0.13412
559.75	0.13488
560.00	0.13436
560.25	0.13958
560.50	0.13773
560.75	0.13950
561.00	0.14159
561.25	0.14146
561.50	0.14396
561.75	0.14552
562.00	0.14743
562.25	0.14839
562.50	0.14809
562.75	0.14985
563.00	0.15142
563.25	0.15446
563.50	0.15296
563.75	0.15834
564.00	0.15975
564.25	0.15925
564.50	0.16089
564.75	0.16048
565.00	0.16384
565.25	0.16576
565.50	0.16904
565.75	0.16567
566.00	0.17045
566.25	0.16998
566.50	0.17313
566.75	0.17337
567.00	0.17265
567.25	0.17691
567.50	0.17843
567.75	0.18062
568.00	0.18243
568.25	0.18379
568.50	0.18726
568.75	0.18690
569.00	0.18892
569.25	0.19187
569.50	0.19271
569.75	0.19574
570.00	0.19678
570.25	0.19895
570.50	0.20181
570.75	0.20224
571.00	0.20741
571.25	0.20868
571.50	0.20722
571.75	0.21127
572.00	0.21072
572.25	0.21559
572.50	0.21688
572.75	0.21788
573.00	0.22147
573.25	0.22164
573.50	0.22745
573.75	0.22545
574.00	0.22841
574.25	0.22963
574.50	0.23296
574.75	0.23384
575.00	0.23617
575.25	0.23973
575.50	0.24023
575.75	0.24326
576.00	0.24493
576.25	0.24844
576.50	0.24928
576.75	0.25535
577.00	0.25610
577.25	0.25801
577.50	0.26117
577.75	0.26254
578.00	0.26671
578.25	0.26660
578.50	0.27131
578.75	0.27293
579.00	0.27696
579.25	0.27953
579.50	0.28066
579.75	0.28586
580.00	0.28766
580.25	0.29009
580.50	0.29304
580.75	0.29478
581.00	0.29769
581.25	0.29987
581.50	0.30507
581.75	0.30532
582.00	0.30690
582.25	0.31064
582.50	0.31294
