Wavelength (nm)	N05 abs N
582.25	0.0037536
582.50	-0.00030577
582.75	0.0024854
583.00	0.0016994
583.25	0.0016916
583.50	0.0012986
583.75	0.00045964
584.00	0.00075856
584.25	0.00035968
584.50	0.0015945
584.75	0.0015279
585.00	0.0031077
585.25	0.0013348
585.50	0.00094869
585.75	-0.00089576
586.00	0.0015054
586.25	0.00075856
586.50	-0.00011271
586.75	0.00077620
587.00	0.00073406
587.25	0.0013515
587.50	0.0018846
587.75	0.0018680
588.00	0.0024923
588.25	0.00085558
588.50	0.0010771
588.75	0.0020748
589.00	-7.8404e-05
589.25	0.00093987
589.50	0.0020395
589.75	-0.0010232
590.00	0.0012780
590.25	0.0012064
590.50	0.0022727
590.75	-0.00034498
591.00	-0.00044886
591.25	0.0015044
591.50	0.0031097
591.75	0.0033988
592.00	0.00027441
592.25	0.00074974
592.50	0.00018425
592.75	0.0021404
593.00	9.6045e-05
593.25	2.8421e-05
593.50	0.00082226
593.75	0.00046846
594.00	0.00064977
594.25	0.0011682
594.50	0.0018572
594.75	-0.00058705
595.00	0.00078404
595.25	-0.0016700
595.50	0.00043318
595.75	0.0017651
596.00	-0.00063801
596.25	0.0020463
596.50	0.0016337
596.75	0.0019042
597.00	0.00037928
597.25	0.0013995
597.50	-3.3321e-05
597.75	7.5464e-05
598.00	-0.00033518
598.25	0.0015779
598.50	0.00094771
598.75	0.0011614
599.00	-3.1362e-05
599.25	-0.00078992
599.50	0.0013123
599.75	0.0018474
600.00	0.00011271
600.25	0.0011065
600.50	0.0021012
600.75	0.0031509
601.00	0.0019768
